"","Date","Team","Opponent","Location","Result","TeamScore","OppScore"
"5716",2016-12-03,"New Hampshire","Holy Cross","H","W",56,53
"5717",2016-12-06,"New Hampshire","American","A","W",80,70
"5718",2016-12-10,"New Hampshire","Bryant","A","W",86,73
"5719",2016-12-18,"New Hampshire","Boston U.","A","L",69,73
"5720",2016-12-21,"New Hampshire","Daniel Webster","H","W",89,26
"5721",2016-12-31,"New Hampshire","Dartmouth","A","L",62,63
"5722",2017-01-02,"New Hampshire","Wheelock","H","W",95,50
"5723",2017-01-05,"New Hampshire","Stony Brook","H","L",56,59
"5724",2017-01-11,"New Hampshire","Albany (NY)","A","W",75,67
"5725",2017-01-14,"New Hampshire","Binghamton","H","W",73,66
"5726",2017-01-16,"New Hampshire","Vermont","H","L",59,71
"5727",2017-01-19,"New Hampshire","Maine","A","W",74,63
"5728",2017-01-22,"New Hampshire","Hartford","A","W",81,56
"5729",2017-01-25,"New Hampshire","UMass Lowell","H","W",80,71
"5730",2017-01-28,"New Hampshire","UMBC","A","L",103,105
"5731",2017-02-01,"New Hampshire","Stony Brook","A","L",61,64
"5732",2017-02-06,"New Hampshire","Albany (NY)","H","L",55,69
"5733",2017-02-09,"New Hampshire","Vermont","A","L",74,82
"5734",2017-02-12,"New Hampshire","Binghamton","A","W",63,55
"5735",2017-02-15,"New Hampshire","Maine","H","W",64,51
"5736",2017-02-18,"New Hampshire","Hartford","H","W",82,52
"5737",2017-02-22,"New Hampshire","UMass Lowell","A","-",NA,NA
"5738",2017-02-25,"New Hampshire","UMBC","H","-",NA,NA
"5739",2016-11-11,"New Mexico","Idaho St.","H","W",81,70
"5740",2016-11-14,"New Mexico","Houston Baptist","H","W",95,79
"5741",2016-11-18,"New Mexico","New Mexico St.","H","W",72,59
"5742",2016-11-24,"New Mexico","Virginia Tech","N","L",72,92
"5743",2016-11-25,"New Mexico","CSUN","N","W",105,89
"5744",2016-11-27,"New Mexico","Dayton","N","L",57,64
"5745",2016-11-30,"New Mexico","Abilene Christian","H","W",64,55
"5746",2016-12-03,"New Mexico","Illinois St.","A","L",74,79
"5747",2016-12-07,"New Mexico","UTEP","H","W",78,77
"5748",2016-12-10,"New Mexico","New Mexico St.","A","L",71,84
"5749",2016-12-17,"New Mexico","Ark.-Pine Bluff","H","W",83,43
"5750",2016-12-20,"New Mexico","Arizona","A","L",46,77
"5751",2016-12-28,"New Mexico","Fresno St.","H","W",78,73
"5752",2017-01-01,"New Mexico","San Diego St.","A","W",68,62
"5753",2017-01-04,"New Mexico","Utah St.","A","L",75,79
"5754",2017-01-07,"New Mexico","Nevada","H","L",104,105
"5755",2017-01-10,"New Mexico","UNLV","H","L",66,71
"5756",2017-01-14,"New Mexico","Colorado St.","A","W",84,71
"5757",2017-01-17,"New Mexico","Boise St.","A","W",81,70
"5758",2017-01-21,"New Mexico","Wyoming","H","W",78,71
"5759",2017-01-24,"New Mexico","Utah St.","H","W",74,61
"5760",2017-01-28,"New Mexico","Nevada","A","L",65,82
"5761",2017-02-01,"New Mexico","UNLV","A","W",80,77
"5762",2017-02-04,"New Mexico","San Jose St.","H","L",68,78
"5763",2017-02-08,"New Mexico","Air Force","A","W",74,67
"5764",2017-02-14,"New Mexico","Boise St.","H","W",78,73
"5765",2017-02-18,"New Mexico","Fresno St.","A","L",61,71
"5766",2017-02-21,"New Mexico","Colorado St.","H","-",NA,NA
"5767",2017-02-25,"New Mexico","Wyoming","A","-",NA,NA
"5768",2017-03-04,"New Mexico","San Diego St.","H","-",NA,NA
"5769",2016-11-11,"New Mexico St.","Arizona Christian","H","W",100,52
"5770",2016-11-13,"New Mexico St.","Colorado St.","A","L",61,64
"5771",2016-11-16,"New Mexico St.","Samford","H","W",58,48
"5772",2016-11-18,"New Mexico St.","New Mexico","A","L",59,72
"5773",2016-11-20,"New Mexico St.","Bethune-Cookman","H","W",89,73
"5774",2016-11-22,"New Mexico St.","Nicholls St.","H","W",86,74
"5775",2016-11-26,"New Mexico St.","San Diego","A","W",56,51
"5776",2016-11-30,"New Mexico St.","Air Force","H","W",78,70
"5777",2016-12-03,"New Mexico St.","Long Beach St.","H","W",93,85
"5778",2016-12-10,"New Mexico St.","New Mexico","H","W",84,71
"5779",2016-12-13,"New Mexico St.","UTEP","A","W",79,68
"5780",2016-12-17,"New Mexico St.","Arizona St.","A","W",81,70
"5781",2016-12-19,"New Mexico St.","UC Irvine","H","W",85,79
"5782",2016-12-27,"New Mexico St.","Eastern N.M.","H","W",84,50
"5783",2016-12-30,"New Mexico St.","UTEP","H","W",79,70
"5784",2017-01-05,"New Mexico St.","UMKC","A","W",77,64
"5785",2017-01-07,"New Mexico St.","Chicago St.","A","W",78,62
"5786",2017-01-12,"New Mexico St.","Grand Canyon","H","W",81,69
"5787",2017-01-14,"New Mexico St.","CSU Bakersfield","H","W",63,58
"5788",2017-01-21,"New Mexico St.","UMKC","H","W",94,71
"5789",2017-01-26,"New Mexico St.","Seattle U","A","W",71,56
"5790",2017-01-28,"New Mexico St.","Utah Valley","A","W",74,69
"5791",2017-01-30,"New Mexico St.","Northern N.M.","N","W",98,75
"5792",2017-02-04,"New Mexico St.","Chicago St.","H","W",86,51
"5793",2017-02-09,"New Mexico St.","CSU Bakersfield","A","L",53,72
"5794",2017-02-11,"New Mexico St.","Grand Canyon","A","L",71,83
"5795",2017-02-18,"New Mexico St.","UTRGV","A","W",107,101
"5796",2017-02-23,"New Mexico St.","Utah Valley","H","-",NA,NA
"5797",2017-02-25,"New Mexico St.","Seattle U","H","-",NA,NA
"5798",2017-03-04,"New Mexico St.","UTRGV","H","-",NA,NA
"5799",2016-11-11,"New Orleans","LaGrange","H","W",103,67
"5800",2016-11-16,"New Orleans","Oklahoma St.","A","L",72,117
"5801",2016-11-19,"New Orleans","Tulsa","A","L",68,77
"5802",2016-11-22,"New Orleans","Southern California","A","L",54,88
"5803",2016-11-25,"New Orleans","Florida Col.","H","W",90,63
"5804",2016-11-29,"New Orleans","Tulane","H","W",74,59
"5805",2016-12-03,"New Orleans","Washington St.","A","W",70,54
"5806",2016-12-11,"New Orleans","Northwestern","A","L",49,83
"5807",2016-12-17,"New Orleans","Louisiana","H","L",71,76
"5808",2016-12-19,"New Orleans","Utah St.","A","L",66,76
"5809",2016-12-21,"New Orleans","Williams Baptist","H","W",91,74
"5810",2016-12-29,"New Orleans","Abilene Christian","H","W",75,66
"5811",2016-12-31,"New Orleans","A&M-Corpus Chris","H","W",73,72
"5812",2017-01-05,"New Orleans","Lamar University","A","W",66,62
"5813",2017-01-07,"New Orleans","Incarnate Word","A","W",87,72
"5814",2017-01-12,"New Orleans","Sam Houston St.","H","L",68,70
"5815",2017-01-19,"New Orleans","Houston Baptist","H","W",72,64
"5816",2017-01-21,"New Orleans","Central Ark.","A","W",81,63
"5817",2017-01-26,"New Orleans","McNeese","H","W",75,56
"5818",2017-01-28,"New Orleans","SFA","A","L",61,71
"5819",2017-02-01,"New Orleans","Abilene Christian","A","L",69,70
"5820",2017-02-04,"New Orleans","Nicholls St.","H","W",78,69
"5821",2017-02-09,"New Orleans","McNeese","A","W",69,63
"5822",2017-02-11,"New Orleans","Southeastern La.","A","W",60,52
"5823",2017-02-18,"New Orleans","Central Ark.","H","W",84,61
"5824",2017-02-23,"New Orleans","SFA","H","-",NA,NA
"5825",2017-02-25,"New Orleans","Northwestern St.","A","-",NA,NA
"5826",2017-03-02,"New Orleans","Southeastern La.","H","-",NA,NA
"5827",2017-03-04,"New Orleans","Nicholls St.","A","-",NA,NA
"5828",2016-11-11,"Niagara","Buffalo","H","L",66,76
"5829",2016-11-13,"Niagara","Brown","A","L",79,88
"5830",2016-11-15,"Niagara","Hartford","A","L",78,82
"5831",2016-11-20,"Niagara","Rutgers","A","L",65,78
"5832",2016-11-23,"Niagara","Drexel","H","W",93,74
"5833",2016-11-25,"Niagara","North Texas","A","L",71,80
"5834",2016-12-02,"Niagara","Marist","A","L",66,72
"5835",2016-12-04,"Niagara","Iona","A","W",74,58
"5836",2016-12-07,"Niagara","Kent St.","A","L",72,100
"5837",2016-12-10,"Niagara","Norfolk St.","H","W",65,61
"5838",2016-12-14,"Niagara","Youngstown St.","A","L",97,101
"5839",2016-12-17,"Niagara","St. Bonaventure","N","L",69,79
"5840",2016-12-21,"Niagara","LIU Brooklyn","A","W",75,66
"5841",2017-01-02,"Niagara","Quinnipiac","H","L",78,81
"5842",2017-01-04,"Niagara","Siena","H","W",71,66
"5843",2017-01-08,"Niagara","Rider","A","L",78,89
"5844",2017-01-10,"Niagara","Manhattan","A","L",69,78
"5845",2017-01-14,"Niagara","Monmouth","H","L",83,90
"5846",2017-01-16,"Niagara","Marist","H","L",87,93
"5847",2017-01-21,"Niagara","Saint Peter's","A","W",57,55
"5848",2017-01-23,"Niagara","Canisius","H","W",91,84
"5849",2017-01-26,"Niagara","Manhattan","H","L",69,70
"5850",2017-01-28,"Niagara","Rider","H","W",80,67
"5851",2017-02-02,"Niagara","Fairfield","A","L",61,81
"5852",2017-02-04,"Niagara","Quinnipiac","A","L",81,89
"5853",2017-02-10,"Niagara","Canisius","A","W",94,81
"5854",2017-02-12,"Niagara","Iona","H","L",76,90
"5855",2017-02-16,"Niagara","Monmouth","A","L",75,93
"5856",2017-02-18,"Niagara","Siena","A","L",70,76
"5857",2017-02-24,"Niagara","Saint Peter's","H","-",NA,NA
"5858",2017-02-26,"Niagara","Fairfield","H","-",NA,NA
"5859",2016-11-11,"Nicholls St.","Boston College","A","W",79,73
"5860",2016-11-14,"Nicholls St.","UCF","A","L",56,80
"5861",2016-11-17,"Nicholls St.","Mississippi Col.","H","W",86,55
"5862",2016-11-20,"Nicholls St.","San Diego","A","L",72,81
"5863",2016-11-22,"Nicholls St.","New Mexico St.","A","L",74,86
"5864",2016-11-25,"Nicholls St.","Bethune-Cookman","N","W",76,69
"5865",2016-11-27,"Nicholls St.","Samford","A","W",106,103
"5866",2016-12-01,"Nicholls St.","Louisiana","A","L",69,101
"5867",2016-12-08,"Nicholls St.","Florida St.","A","L",63,118
"5868",2016-12-11,"Nicholls St.","Thomas (GA)","H","W",95,63
"5869",2016-12-14,"Nicholls St.","Texas Tech","A","L",46,89
"5870",2016-12-18,"Nicholls St.","Mobile","H","W",83,66
"5871",2016-12-28,"Nicholls St.","Spring Hill","H","W",88,64
"5872",2016-12-31,"Nicholls St.","Incarnate Word","H","W",94,84
"5873",2017-01-02,"Nicholls St.","A&M-Corpus Chris","H","W",68,64
"5874",2017-01-07,"Nicholls St.","Sam Houston St.","A","L",61,74
"5875",2017-01-12,"Nicholls St.","Northwestern St.","A","L",81,86
"5876",2017-01-14,"Nicholls St.","SFA","A","L",60,80
"5877",2017-01-19,"Nicholls St.","Abilene Christian","H","W",62,59
"5878",2017-01-21,"Nicholls St.","Lamar University","H","L",76,87
"5879",2017-01-26,"Nicholls St.","Houston Baptist","A","L",80,83
"5880",2017-01-28,"Nicholls St.","McNeese","H","W",78,74
"5881",2017-02-01,"Nicholls St.","Southeastern La.","A","L",44,72
"5882",2017-02-04,"Nicholls St.","New Orleans","A","L",69,78
"5883",2017-02-11,"Nicholls St.","Central Ark.","A","L",83,106
"5884",2017-02-16,"Nicholls St.","Central Ark.","H","W",96,89
"5885",2017-02-18,"Nicholls St.","Northwestern St.","H","L",78,80
"5886",2017-02-23,"Nicholls St.","Incarnate Word","A","-",NA,NA
"5887",2017-02-25,"Nicholls St.","Southeastern La.","H","-",NA,NA
"5888",2017-03-02,"Nicholls St.","Lamar University","A","-",NA,NA
"5889",2017-03-04,"Nicholls St.","New Orleans","H","-",NA,NA
"5890",2016-11-11,"Norfolk St.","Mississippi St.","A","L",74,78
"5891",2016-11-13,"Norfolk St.","Shenandoah","H","W",78,58
"5892",2016-11-15,"Norfolk St.","Elizabeth City St.","H","W",91,55
"5893",2016-11-18,"Norfolk St.","Vanderbilt","A","L",52,75
"5894",2016-11-21,"Norfolk St.","Butler","A","L",55,91
"5895",2016-11-24,"Norfolk St.","Bucknell","N","L",58,84
"5896",2016-11-25,"Norfolk St.","Sacred Heart","N","L",59,61
"5897",2016-11-30,"Norfolk St.","Loyola Chicago","A","L",62,75
"5898",2016-12-03,"Norfolk St.","Northern Ky.","H","L",61,72
"5899",2016-12-10,"Norfolk St.","Niagara","A","L",61,65
"5900",2016-12-14,"Norfolk St.","Evansville","A","L",66,85
"5901",2016-12-19,"Norfolk St.","Eastern Ky.","H","W",87,80
"5902",2016-12-21,"Norfolk St.","Purdue","A","L",45,91
"5903",2016-12-30,"Norfolk St.","Bowling Green","A","L",77,86
"5904",2017-01-04,"Norfolk St.","Morgan St.","A","L",56,58
"5905",2017-01-11,"Norfolk St.","Savannah St.","H","W",80,76
"5906",2017-01-14,"Norfolk St.","N.C. Central","H","L",57,72
"5907",2017-01-16,"Norfolk St.","Delaware St.","A","W",75,70
"5908",2017-01-21,"Norfolk St.","Hampton","H","W",79,62
"5909",2017-01-23,"Norfolk St.","Coppin St.","A","W",74,64
"5910",2017-01-28,"Norfolk St.","Bethune-Cookman","H","W",73,66
"5911",2017-01-30,"Norfolk St.","N.C. A&T","H","W",83,69
"5912",2017-02-04,"Norfolk St.","South Carolina St.","A","W",65,62
"5913",2017-02-06,"Norfolk St.","Savannah St.","A","W",92,87
"5914",2017-02-11,"Norfolk St.","UMES","H","W",75,69
"5915",2017-02-15,"Norfolk St.","South Carolina St.","H","W",81,70
"5916",2017-02-18,"Norfolk St.","Florida A&M","A","W",77,65
"5917",2017-02-20,"Norfolk St.","Bethune-Cookman","A","-",NA,NA
"5918",2017-02-25,"Norfolk St.","Howard","H","-",NA,NA
"5919",2017-02-27,"Norfolk St.","Hampton","A","-",NA,NA
"5920",2016-11-11,"North Carolina","Tulane","A","W",95,75
"5921",2016-11-13,"North Carolina","Chattanooga","H","W",97,57
"5922",2016-11-15,"North Carolina","Long Beach St.","H","W",93,67
"5923",2016-11-18,"North Carolina","Hawaii","A","W",83,68
"5924",2016-11-21,"North Carolina","Chaminade","N","W",104,61
"5925",2016-11-22,"North Carolina","Oklahoma St.","N","W",107,75
"5926",2016-11-23,"North Carolina","Wisconsin","N","W",71,56
"5927",2016-11-30,"North Carolina","Indiana","A","L",67,76
"5928",2016-12-04,"North Carolina","Radford","H","W",95,50
"5929",2016-12-07,"North Carolina","Davidson","H","W",83,74
"5930",2016-12-11,"North Carolina","Tennessee","H","W",73,71
"5931",2016-12-17,"North Carolina","Kentucky","N","L",100,103
"5932",2016-12-21,"North Carolina","UNI","H","W",85,42
"5933",2016-12-28,"North Carolina","Monmouth","H","W",102,74
"5934",2016-12-31,"North Carolina","Georgia Tech","A","L",63,75
"5935",2017-01-03,"North Carolina","Clemson","A","W",89,86
"5936",2017-01-08,"North Carolina","North Carolina St.","H","W",107,56
"5937",2017-01-11,"North Carolina","Wake Forest","A","W",93,87
"5938",2017-01-14,"North Carolina","Florida St.","H","W",96,83
"5939",2017-01-16,"North Carolina","Syracuse","H","W",85,68
"5940",2017-01-21,"North Carolina","Boston College","A","W",90,82
"5941",2017-01-26,"North Carolina","Virginia Tech","H","W",91,72
"5942",2017-01-28,"North Carolina","Miami (FL)","A","L",62,77
"5943",2017-01-31,"North Carolina","Pittsburgh","H","W",80,78
"5944",2017-02-05,"North Carolina","Notre Dame","H","W",83,76
"5945",2017-02-09,"North Carolina","Duke","A","L",78,86
"5946",2017-02-15,"North Carolina","North Carolina St.","A","W",97,73
"5947",2017-02-18,"North Carolina","Virginia","H","W",65,41
"5948",2017-02-22,"North Carolina","Louisville","H","-",NA,NA
"5949",2017-02-25,"North Carolina","Pittsburgh","A","-",NA,NA
"5950",2017-02-27,"North Carolina","Virginia","A","-",NA,NA
"5951",2017-03-04,"North Carolina","Duke","H","-",NA,NA
"5952",2016-11-11,"North Carolina St.","Ga. Southern","H","W",81,79
"5953",2016-11-13,"North Carolina St.","St. Francis Brooklyn","H","W",86,61
"5954",2016-11-18,"North Carolina St.","Montana","N","W",85,72
"5955",2016-11-20,"North Carolina St.","Creighton","N","L",94,112
"5956",2016-11-21,"North Carolina St.","Saint Joseph's","N","W",73,63
"5957",2016-11-26,"North Carolina St.","Loyola Chicago","H","W",79,77
"5958",2016-11-29,"North Carolina St.","Illinois","A","L",74,88
"5959",2016-12-03,"North Carolina St.","Boston U.","H","W",77,73
"5960",2016-12-10,"North Carolina St.","Tennessee St.","H","W",67,55
"5961",2016-12-15,"North Carolina St.","Appalachian St.","H","W",97,64
"5962",2016-12-18,"North Carolina St.","Fairfield","H","W",99,78
"5963",2016-12-22,"North Carolina St.","McNeese","H","W",89,57
"5964",2016-12-28,"North Carolina St.","Rider","H","W",99,71
"5965",2016-12-31,"North Carolina St.","Miami (FL)","A","L",63,81
"5966",2017-01-04,"North Carolina St.","Virginia Tech","H","W",104,78
"5967",2017-01-08,"North Carolina St.","North Carolina","A","L",56,107
"5968",2017-01-11,"North Carolina St.","Boston College","A","L",66,74
"5969",2017-01-15,"North Carolina St.","Georgia Tech","H","L",76,86
"5970",2017-01-17,"North Carolina St.","Pittsburgh","H","W",79,74
"5971",2017-01-21,"North Carolina St.","Wake Forest","H","L",88,93
"5972",2017-01-23,"North Carolina St.","Duke","A","W",84,82
"5973",2017-01-29,"North Carolina St.","Louisville","A","L",60,85
"5974",2017-02-01,"North Carolina St.","Syracuse","H","L",93,100
"5975",2017-02-04,"North Carolina St.","Miami (FL)","H","L",79,84
"5976",2017-02-08,"North Carolina St.","Florida St.","A","L",71,95
"5977",2017-02-11,"North Carolina St.","Wake Forest","A","L",58,88
"5978",2017-02-15,"North Carolina St.","North Carolina","H","L",73,97
"5979",2017-02-18,"North Carolina St.","Notre Dame","H","L",72,81
"5980",2017-02-21,"North Carolina St.","Georgia Tech","A","-",NA,NA
"5981",2017-02-25,"North Carolina St.","Virginia","H","-",NA,NA
"5982",2017-03-01,"North Carolina St.","Clemson","A","-",NA,NA
"5983",2016-11-11,"North Dakota","Crown (MN)","H","W",98,48
"5984",2016-11-15,"North Dakota","Mayville St.","H","W",94,66
"5985",2016-11-20,"North Dakota","Presentation","H","W",101,63
"5986",2016-11-25,"North Dakota","North Florida","N","L",75,76
"5987",2016-11-26,"North Dakota","Wright St.","A","L",79,83
"5988",2016-11-27,"North Dakota","CSU Bakersfield","N","W",57,55
"5989",2016-12-07,"North Dakota","North Dakota St.","A","W",74,56
"5990",2016-12-10,"North Dakota","UNI","A","L",70,78
"5991",2016-12-16,"North Dakota","North Dakota St.","H","L",70,87
"5992",2016-12-20,"North Dakota","Iowa","A","L",73,84
"5993",2016-12-29,"North Dakota","Portland St.","A","L",62,99
"5994",2016-12-31,"North Dakota","Sacramento St.","A","W",90,82
"5995",2017-01-05,"North Dakota","Northern Ariz.","H","W",68,63
"5996",2017-01-07,"North Dakota","Southern Utah","H","W",95,65
"5997",2017-01-12,"North Dakota","Montana St.","A","W",90,85
"5998",2017-01-14,"North Dakota","Montana","A","L",70,76
"5999",2017-01-19,"North Dakota","Weber St.","H","W",83,77
"6000",2017-01-21,"North Dakota","Idaho St.","H","W",89,64
"6001",2017-01-26,"North Dakota","Southern Utah","A","W",91,89
"6002",2017-01-28,"North Dakota","Northern Ariz.","A","L",67,68
"6003",2017-02-04,"North Dakota","Northern Colo.","H","W",87,77
"6004",2017-02-09,"North Dakota","Eastern Wash.","H","W",95,86
"6005",2017-02-11,"North Dakota","Idaho","H","W",88,65
"6006",2017-02-16,"North Dakota","Idaho St.","A","W",77,61
"6007",2017-02-18,"North Dakota","Weber St.","A","W",77,68
"6008",2017-02-25,"North Dakota","Northern Colo.","A","-",NA,NA
"6009",2017-03-02,"North Dakota","Sacramento St.","H","-",NA,NA
"6010",2017-03-04,"North Dakota","Portland St.","H","-",NA,NA
"6011",2016-11-11,"North Dakota St.","Arkansas St.","H","W",76,66
"6012",2016-11-13,"North Dakota St.","Minn.-Morris","H","W",92,62
"6013",2016-11-18,"North Dakota St.","Navy","N","W",66,59
"6014",2016-11-19,"North Dakota St.","UNCG","N","L",54,65
"6015",2016-11-20,"North Dakota St.","High Point","A","W",70,44
"6016",2016-11-22,"North Dakota St.","Waldorf","H","W",83,52
"6017",2016-11-27,"North Dakota St.","Missouri St.","A","L",50,64
"6018",2016-11-29,"North Dakota St.","Xavier","A","L",55,85
"6019",2016-12-02,"North Dakota St.","N.C. A&T","A","W",85,67
"6020",2016-12-07,"North Dakota St.","North Dakota","H","L",56,74
"6021",2016-12-14,"North Dakota St.","UC Davis","H","W",74,70
"6022",2016-12-16,"North Dakota St.","North Dakota","A","W",87,70
"6023",2016-12-20,"North Dakota St.","Arkansas","A","L",55,71
"6024",2016-12-28,"North Dakota St.","South Dakota St.","A","W",80,69
"6025",2016-12-31,"North Dakota St.","Omaha","H","W",82,70
"6026",2017-01-05,"North Dakota St.","IUPUI","H","W",93,89
"6027",2017-01-11,"North Dakota St.","South Dakota","A","W",70,69
"6028",2017-01-14,"North Dakota St.","Denver","A","L",55,79
"6029",2017-01-19,"North Dakota St.","Fort Wayne","H","W",89,83
"6030",2017-01-21,"North Dakota St.","Western Ill.","A","W",89,57
"6031",2017-01-25,"North Dakota St.","Oral Roberts","H","W",81,71
"6032",2017-02-01,"North Dakota St.","IUPUI","A","L",81,86
"6033",2017-02-04,"North Dakota St.","South Dakota","H","L",66,76
"6034",2017-02-08,"North Dakota St.","South Dakota St.","H","W",82,65
"6035",2017-02-11,"North Dakota St.","Denver","H","W",81,63
"6036",2017-02-15,"North Dakota St.","Fort Wayne","A","L",61,77
"6037",2017-02-18,"North Dakota St.","Western Ill.","H","W",100,91
"6038",2017-02-22,"North Dakota St.","Oral Roberts","A","-",NA,NA
"6039",2017-02-25,"North Dakota St.","Omaha","A","-",NA,NA
"6040",2016-11-11,"North Florida","Auburn","A","L",66,83
"6041",2016-11-14,"North Florida","Edward Waters","H","W",109,73
"6042",2016-11-16,"North Florida","Miami (FL)","H","L",56,94
"6043",2016-11-18,"North Florida","LSU","A","L",70,78
"6044",2016-11-22,"North Florida","Fla. National","H","W",112,66
"6045",2016-11-25,"North Florida","North Dakota","N","W",76,75
"6046",2016-11-26,"North Florida","CSU Bakersfield","N","L",54,77
"6047",2016-11-27,"North Florida","Wright St.","A","L",67,75
"6048",2016-12-01,"North Florida","Florida","H","L",60,91
"6049",2016-12-03,"North Florida","Syracuse","A","L",71,77
"6050",2016-12-10,"North Florida","Arkansas","A","L",76,91
"6051",2016-12-12,"North Florida","UTRGV","A","L",84,98
"6052",2016-12-15,"North Florida","Thomas (GA)","H","W",110,80
"6053",2016-12-18,"North Florida","UConn","A","L",59,80
"6054",2016-12-21,"North Florida","FIU","A","L",54,78
"6055",2016-12-29,"North Florida","Ball St.","H","L",68,73
"6056",2017-01-02,"North Florida","Palm Beach Atl.","H","W",102,67
"6057",2017-01-07,"North Florida","Jacksonville","A","W",80,64
"6058",2017-01-12,"North Florida","USC Upstate","A","W",73,65
"6059",2017-01-14,"North Florida","NJIT","A","L",78,84
